username,rating,time,votes,comment
稻子,5,2019-05-20 13:27:19,57,士兵们愤怒吧！！士兵们高呼吧！！士兵们！！战斗吧！！！！
奥特小曼,5,2020-02-19 15:38:12,10,凭借Part2，《进击的巨人》这部作品可以在日本动画史上封神了。前半部分酣畅淋漓的大战，这是人类与巨人的生存之战，更是将斗智斗勇描绘到极致，也无比悲壮。而后半部分的解密让史诗感初现，结尾五味杂粮，那海的尽头是虚无。
脱了缰的哈士奇,5,2023-11-15 20:26:27,5,"“人类总有一天会死，那么人生是毫无意义的吗？降生在这世上本身就是毫无意义的吗？死去的同伴也是吗？那些士兵的死，也是毫无意义的吗？不，不对！为那些死去的士兵赋予生存意义的是我们，那些勇敢的死者，那些可怜的死者，能够悼念他们的，只有身为生者的我们，我们将会在这里死去，将这意义托付给下一个人，这正是唯一一个对抗这残酷世界的方法！
士兵们冲锋吧！
士兵们呐喊吧！
士兵们战斗吧！”
踏着前辈尸体铺就的道路，将自由之翼刻在心中，为了墙内的人类能挣脱束缚，明知前路粉身碎骨也在所不辞。"
Judy,5,2019-05-07 17:38:34,69,"如果它不被禁，肯定一集一次热搜。
吹就完事了。"
nbpr,4,2022-05-27 13:03:16,3,进击的巨人越来越明显地作为一部关于能量和身体的作品出现，人和巨人的战争变得像一种能量聚集型的交换活动，不仅立体机动装置是燃料驱动，巨人的能量和存活方式也依赖热量-蒸汽的散发，甚至巨人能量成为维系生命和重生的手段，人类的“伟大身体”尤其呈现为物质。同时，巨人也变得像一个媒介缺场的寓言。和如今的世界不同，本作中的岛屿-陆地国族问题很大程度上是由物质性媒体的失败（物理隔阂）、大众传播的回归（公开与众），和记忆修改（身体管理）的社会工程造成的
莱昂纳多,5,2019-06-22 23:28:18,63,"进击的巨人拿下的记录
1、twitter全球热搜最高排位第 6
2、日推热搜最高排位第 1
3、知乎热搜单集最高排位全站第 2
4、微博热搜#兵长砍猴#最高排位第 7
5、微博热搜#进击的巨人#最高排位第 16 后来被撤
Ps：别忘了这是禁番，没有任何炒作与版权方资本推动，实打实的热度数据
6、IMDb单集评分历史第一
7、IMDb历史上第一个取得满分10.0/10的单集
8、IMDb历史单集评分前十名，巨人占2个
（对手是权力的游戏、绝命毒师、汉尼拔等世界著名影视作品，日漫仅此一家）
9、刷新了twitter进击的巨人历史单集最高评分记录
10、刷新了虎扑进击的巨人历史单集最高评分记录
11、刷新了豆瓣动画区历史最高评分记录
……
本季连载尚未结束，新的记录还将诞生，很幸运作为一个巨人粉。"
水脉,5,2019-10-06 08:08:11,33,第三季Part 2，豆瓣9.8的高分完全撑的起来！n年前看了第一季因为剧情拖沓而弃剧的我，以为《进击的巨人》是又一个炒作概念最后化为平庸的大坑，以为自己不会重新成为它的观众……直到有一天碰巧在豆瓣上看到它的最新一季，被几万人的评分惊呆。《权利的游戏》因为设定的宏大宽广、剧情的跌宕起伏，吸引了全世界无数忠实的观众，而进击的巨人第三季不仅在剧情的宏大、思想的深度上丝毫不输《权》，每一集剧情都在扎实的推进，不像后者经常在水剧情，而且作画的精致、战争场面的表现力、视觉的震撼程度，也都达到了动画所能达到的最高水平，《权》这种一打仗就黑灯瞎火、让观众看屏幕里自己倒影的根本就没得比。第三季真是给我带来太多惊喜了，希望更多的人能成为第三季part1+part2的观众
El Guaje,5,2019-05-13 04:42:23,23,光临贝逼我激情打分！虽然动画莱还是丑、本季op换过还是难听但是！第52集足令贝厨直接吹爆！啊啊！
Ladota,5,2023-03-23 19:08:54,9,第六集为什么非把团长和阿明放一起啊啊啊！想要知道世界的真相和想看海本质都是个人梦想啊。但是看到这里才知道兵长一个人坐在角落里听主角团三人说话那个画面的意义。可能兵长想让小孩们好好活下去，一起去生活在光明的未来里吧。希望兵长这次是遵从了自己的意愿作出的选择。明明最后团长死了还在呆呆的说话的😭。在知道世界的真相之后，感觉真的倦了。不管是哪方的立场去战争，还是不愿斗争将人困在墙内的王，都太过残酷和无奈。
私～川流,5,2019-06-08 11:52:34,9,三季不烂，可以封神。
absinthe1978,5,2019-06-03 16:31:45,34,我觉得第六集比第五集好看  因为华丽的战斗画面纵然经典  对中年观众来说诉说着灵魂与人性挣扎的才是好作品 巧了 巨人就有
言之命至,5,2019-06-03 17:57:10,23,白夜地狱魂灵嘶吼，信念梦想弥足可贵，悲壮决战惨烈斜阳，有人死去有人永生。
suvenee,5,2020-12-07 18:25:37,7,第三季绝对是我心中的最佳！《勇者》这一集带来的震撼和冲击实在太大了！
📽Anakin🏂💨,5,2025-04-06 00:23:02,1,惨烈的玛丽亚之墙夺还战，没有对错，只有立场的冲突。地下室——墙外世界的谜题终于解开。白夜抉择之后感觉艾伦跟其他人的关系都淡了，可怜兵长付出那么多。故事如果停留在艾伦最后的海边发问，也是非常震撼跟引人反战深思了。
星陨,5,2019-07-01 21:43:01,29,在如今的业界，还有人愿意用10年时间讲一个认真严肃且气势恢宏的故事，并且有一群热爱动画的人，愿意用满腔的热情把这个故事以最高的水平做成动画，真的太难得了。
20个小明≯,5,2019-09-01 23:18:57,26,全方位无死角的强悍……剧作已经超神……
yyx,2,2019-12-26 23:22:51,10,根本不可理喻的 還有人看。在第一季我也覺得不錯。但在知道人可以變身巨人以後 我就覺得他馬蠢爆了。這不是科幻 這是玄幻，和奧特曼一個水平。就是人類版奧特曼
hansglz,5,2019-05-27 10:37:50,24,我好像从来没有一部剧还没追完就来打分的······这回是真的五星预定了
爱吃小炒肉,5,2019-06-05 22:21:46,35,讲道理，第六集应该叫我的团长我的团。
yezihhh,5,2019-05-13 19:01:27,22,"E3：“好奇怪 感觉是什么样的结果都可以接受 是啊 谁都没有错 这都是没办法的事 因为世界 不就是这么残酷吗”
E4:“不 不对！为那些士兵赋予生存意义的是我们！那些勇敢的死者 那些可怜的死者能够悼念他们的 是身为生者的我们！我们将在这死去 将意义托付给下一个生存者！这正是唯一一个 能够对抗这个世界的方法！士兵们愤怒吧！士兵们高呼吧！！士兵们战斗吧！！！”
为调查兵团有史以来最杰出的埃尔文团长 献出心脏！！！！！！
E5:阿尔敏 你永远都是最聪明也是最勇敢的！这一话再次暴风哭泣 下一话的两个人 该如何做出那样的选择。
E6：团长 走好
E7:世界的真相 终于要揭开了
完结：阿尔敏终于看到了海 这种复杂的心情究竟是怎样啊！"
WithVicky,5,2020-06-23 02:45:06,10,巨人的故事是真的好，原来墙外的世界更复杂，敌人不是只有巨人而已
Deja Vu的瞎看,5,2019-06-03 23:36:43,24,"谁都没有错，这都是没办法的事。因为世界…不就是这么残酷的吗

“兵长…你知道什么是海吗？那是一望无际延伸到地平线的巨大湖泊…”"
Kaili Urchins,5,2019-07-07 21:16:55,6,这季的文戏武戏真的厉害，大战和地下室的两段剧情大幅升华了叙事的格局和格调，季终面对大海的虚无太伤感了。
前苏联游魂,3,2019-04-30 11:35:28,16,"我已经快记不得前面的剧情了，艾伦从战斗型武器变成了堵墙材料。
17话太炸了！兵长和阿尔敏主场！"
独孤行二,5,2019-04-29 13:51:45,45,玛利亚之墙夺回战，悲壮的战争之外还会揭开目前为止的最大谜团，回到故事的起点，地下室。OPED的回忆画面简直泪目，我们生而自由的主题配上BGM就浑身起鸡皮疙瘩。赶紧把第四季安排一下！
FI,5,2019-04-29 05:42:49,69,一如既往的高质量啊~
NeKyH,5,2019-05-27 22:50:09,39,"马尔洛,希琪没在睡懒觉
她在等你回来啊...😭"
不做秃头鱼,5,2020-09-05 02:41:04,16,"淦，太狠了，团兵或成本人今年最大意难平。「我要作出选择了，放弃你的梦想去死吧，带领新兵冲向地狱」——兵长选择让团长在离真相仅有一步之遥时长眠，从执念中解脱，不必忍受一己私心与人类大义相争的痛苦，而他自己则必将长久地被尚未实现的誓言所折磨。如果说S1讴歌自由，S3则直接拷问血迹斑斑的「自由」本身。「乐园」不过是缥缈幻影，在墙内墙外都无处可寻，世间处处是看得见看不见的枷锁。大海那头不是少年梦寐以求的终点，而是新的战斗，新的牢笼。
20201219最近又重温了，这一部的叙事节奏也太棒了吧！团兵人团兵魂，团兵人天天哭断魂555
20210608出坑了吗？没有。团兵实乃本人近十年所嗑CP之天花板。
20220701我永远爱eruri🥺"
水曰,5,2019-12-10 13:43:37,47,这种作品面前不存在过度解读一说。
特师吃屎,5,2019-06-03 18:06:43,34,高开高走的动漫不多了，吹爆
Fragment,5,2019-05-27 21:52:53,52,质量太高了，看完第五集，这么史诗这么感动，已经值得五星了。没想到这个番非但没有崩坏，还越来越精彩，感觉好看的还在后面。实在是太燃了。
虾米,5,2019-07-13 21:27:07,4,“海的那边有自由。我一直这样坚信着。但我错了。海的那边……有敌人。如果……把海那边的敌人杀光，我们是不是，就能变得自由了呢？”
榜上有名猫,5,2019-08-10 23:34:01,14,前半段非常高燃，后半段转为浪漫。本季让我有所惊喜的是：艾伦无论从战斗力和思想上，有循序渐进般的成长性；除了热血战斗外，对团队战略的笔墨，对世界观的补充完整，都提升了，封神。
ZeonGin Sou,5,2019-07-01 14:50:56,9,第三季P2全程高能嗨翻天，压抑之后全面爆发，精彩绝伦！
甜蜜的生活,5,2019-06-04 13:30:44,30,阿尔敏复活这一集你看了吗？ 为什么豆瓣只有五颗星。最少十个星啊！！
R·WALKINGDEAD,5,2019-06-18 22:53:45,19,追了漫画之后重看这些情节就是心脏受不了。我真的很怕最后来一出所谓自由是不存在的这种现实主义暴击结局。啊，这作者啥事儿干不出来。
华星zer,5,2019-05-15 20:47:04,55,这是这10年来最好看的动漫了，每个人物都设计的有血有肉的，看得真是让人激动不已。
聖,5,2019-07-01 21:46:25,27,“墙的那边是海，海的那边是敌人，如果把敌人都杀了，是否能获得真正的自由”。到此，这部作品的意义已经超越了作为动漫这一类别所能被评价的标准了，它是放在人类文明史上都值得被纪念的艺术品
风间隼,5,2021-01-09 01:09:41,8,棒球巨人天女散花，高温巨人天魔解体，铠甲巨人雷枪爆颈。艾伦的柔术寝技加铠甲硬化加坐标呼唤加召回记忆……技能树多到犯规。这一季最大的悲剧人物是艾尔文团长，悲催得连编剧都不想把他拉回地狱了，利威尔兵长选择救阿明绝对是大彻大悟的明智。
明镜菩提,4,2019-07-04 14:26:18,4,突然感觉片中人类是🇯🇵人，巨人族是其他国家人（比他们高），人类所谓的自由就是消灭其他国家人，让他们自由，不管牺牲多大。。片尾艾伦问大家，是不是杀光海那边的人，我们就自由了。。我细思极恐。最终季要等2020年秋了。兵长依然很帅，基本是我唯一感觉帅的小个子。
borntodie,5,2019-06-05 11:09:21,32,不打满分还是人吗？？
Ladycarcar,5,2019-12-09 13:32:26,21,我的天这个世界观…巨人真的可以封神了 （想去补漫画 哪个傻逼会给巨人一星❓ 👴笑了
momo,5,2022-05-31 11:41:05,7,真没想到...自由的对岸原来是地狱
大海里的针,5,2019-05-21 09:30:11,24,很残酷，也很真实。
望仔放弃减肥了,5,2019-07-22 13:31:31,23,信息量过大导致十分担忧最终季如何结束。
浮草微萤,5,2021-02-23 23:18:46,7,文戏越来越好了 “大多数的人死去都是毫无意义的“ “这一切都没有意义，人类总有一天会死，那么人生是毫无意义的吗？降生在这世上本身就是毫无意义的吗？那些士兵的死也是毫无意义的吗？不，为那些士兵赋予生存意义的是我们，能够悼念他们的是身为生者的我们！我们将会在这死去，将意义托付给下一个生存者” “我来替你选择吧——请放弃你的梦想，去死吧” “老师，你怎么知道墙壁外没有人类呢““可以原谅这家伙吗？这家伙只能做恶魔，是我们让他走上这条路的。而且，他已经从地狱解放了，我们却还想把他拉回地狱。不过，应该让他休息了”  勇者一集埃尔文功败垂成的悲伤眼神以及士为知己者死的释然微笑 ，白夜一集里维做出抉择之前脑海中闪现的画面，还有埃尔文推开注射器的那只手，穿越荒芜的岁月追问世界的边界人类的本源，一切如此令人动容
Strelizeia,5,2019-06-29 22:38:07,14,G点在第六集，选择团长还是阿尔文，从绝望到希望的那种颤抖，后续的揭秘更高阶！这季度又超出新高了！
曾有你的森林,5,2019-07-05 16:13:17,6,层层递进剥丝抽茧可以说是近几年的巅峰水平了，唯一的不足就是为了黑反派，把敌国的警察塑造成变态，完全为了仇恨的合理化，当然这是ACG猎奇特色，圈子里算是比较正常。
红桦,5,2020-04-26 11:29:00,27,哪里能够付费观看，这样的作品免费观看会有罪恶感
redhousepainter,5,2019-07-02 21:38:16,19,既然卡罗尔星期二这种水片在豆瓣都能有9.2分，给巨人第三季打个五星丝毫不为过，明年最后一季不知道会不会和漫画一起完结。
千寻亿选,4,2022-05-27 21:38:19,1,啥？9.8分？
tata,4,2020-06-16 23:15:59,5,虽然悬念早就被漫画党剧透光了，但动画还是看的很燃，动作场景无可挑剔。如果我还是读书的年纪，会打五星的。经常听说“80后有EVA，90后看进巨”的说法，怎么港，我觉的谏山创比庵野秀明要良心，没有搞那么多玄乎的东西，虽然会有一些硬塞的设定（比如13年寿命，篡改人民记忆等，方便填坑），但是商业角度来看，这样把控是很不错的，也不会降低作品的思想性。现在想想，像EVA那样，明明可以把剧情捋顺，但是导演一定要在最后硬杠，其实并不高明。
世界在此定格,5,2023-11-25 22:36:58,8,"巨人的最高峰，太多具备哲学意味的情节了我们苦苦追寻的未知世界充满艰险，但我们依然一往无前，哪怕外面的世界同样残酷，也比懵懂无知强上百倍，何况生活如逆水行舟不进则退，苟延残喘终会自取灭亡，只有不断挑战未知的艰险，才能不断前行，人总要有所依托才活得下去啊！"
高歌,5,2023-08-27 00:23:27,2,"牛逼了，格局真大，在影射日本的近代史和战后史吗？
（掌握西学之力，开启东亚现代化，但因为自己的野心犯下罪责。被推翻后，蜗居岛国遵守和平仙法。）"
罅,5,2019-06-18 23:37:25,20,I. 看二、三季的时候总是感受不到第一季的那种张力，剧中人物的那些恐惧、绝望、牺牲，但仔细想想可能是因为麻木了。麻木就是人性。II. 从某些角度来说，巨人这部番和《自新世界》很像，同样有异形，人类与异形的冲突、人类与人类的冲突永远存在难以消解。当然，这些异形映射的自然是现实生活中各色各样的人，现实中人类内部的矛盾同样千百年来无可避免。III. 地下室的剧情又将这部剧推向了新的高度，“低等人种”的臂章、国王的“洗脑”、以保护之名隔绝了真相的墙等等，一切在历史的书卷中都能找到对应的笔墨，甚至存在于我们眼前的此时此刻。
Jagger,5,2019-06-01 03:21:37,25,既有极度庞大的世界观 又有无比深入人心的角色和感情塑造 哲学思考 极度微观层面和宏观层面的完美结合 神仙动画当之无愧
小城,5,2019-05-27 12:05:54,22,一曲自由的悲歌——“我的梦想，生命，一切，这就是我能舍弃的一切了。”“你要有家人，妻子也好，孩子也好，其他人也好，你要在墙内去爱别人。如果做不到，就只会和过去一样。无数次重演历史，重蹈覆辙。”
yamamaya,5,2020-08-11 01:29:52,15,存在主义者给给虚无主义的一记痛快重拳。终幕的真实之海，明媚灿烂，也无比惆怅哀伤。如果真实是苦痛，你选择接受还是拒绝？是要清醒的痛苦，还是迷醉的甜美？S3P2的系列构成做得太好了，教科书级别的分镜节奏与构成。爽利，痛快，痛苦与挣扎也分外揪心。对原作黑转路人，对动画制作班底致以崇高敬意。期待最终季。
柯里昂妮,5,2021-01-06 03:48:55,6,真正吸引我的还是这一季，能看到对权游的权谋斗争与魔戒的宏大世界观的借鉴，共同融合到进击的巨人那些热血格斗、青春成长，爱与自由的主题当中，让这部动漫真正具有一种史诗般的格局与深度。前期的情感铺垫到后期的世界观前史补充操作绝对可以算是最吸引胃口的填坑计划。在此基础上更期待就最终季了，那些权游第八季的遗憾也许可以在巨人最终季当中找到最好的归宿。#向人类的荣光：进击的巨人们，献出我们的心脏吧！#
爬山好累,5,2019-05-15 17:23:55,20,打五星的原因只有一个:没有更多星的选项
公民奎文,5,2020-03-25 03:44:00,5,艾尔文未了心愿，至死仍是少年；阿尔敏背负重任，依旧难逃命运。我们一直在追求墙外的自由，为此不惜一切去前进，去战斗，也只不过争得那些蜗角虚名，蝇头微利。我们人类，唯一可敬的地方就在于燃烧短暂的生命，然后把生的意义交付给后人。
momoko,5,2020-02-18 20:28:43,5,没看漫画 总算知道世界观真相了 阿尔敏和团长那两集爆哭
GIVIND,5,2020-12-09 18:53:21,7,调查兵团一度快死绝了——什么是大无畏的人类英雄主义精神啊（战术后仰）；卫城之战热血冲出屏幕，兵长螺旋肢解猩猩巨人帅爆苍穹！高ping卡顿尖叫！！！献出心脏！
windy,5,2019-11-18 21:25:11,4,看完这一季终于把巨人的世界观搞清楚了，闹了半天说的是民族主义问题，两个民族互相争夺资源罢了，谁也没有所谓的正义，“真相”就像历史一样是由胜利者书写，可以随意篡改。墙里尤弥尔的传人能变成巨人，马莱人则不行。莱纳、阿妮他们似乎是被洗脑或是有什么把柄人质在马莱政府手上，所以来墙里抢夺始祖巨人的坐标。初代王是个和平主义者，将这种力量封锁在三层墙里，把人民的记忆抹去了。作者的历史观、价值观都融入到了作品之中，艾伦VS铠之巨人、阿尔敏智取超大巨人、埃尔文团长的“特攻”、利威尔兵长单杀兽之巨人，这些战斗场景很燃很给力！后期则主要在揭露这个世界的真相。虽说好看，但我总感觉作者在给二战中的日本洗白，小岛不就是日本吗？就像艾尔迪亚人一样，日本人在二战中是加害者，被美国干服后又被“欺压”成了被害者，政治意味很浓啊
小阿,5,2021-04-25 20:33:03,1,看爆就完事儿了。
口苗君🌊,5,2020-12-16 20:51:57,4,兵长砍猴十星！
特拉法爾諾,5,2019-11-09 01:33:05,5,S3下半玛利亚之墙夺还。这个Part就确实相当厉害了……无论是对方还是己方的各个角色都很出彩，几场战斗也是让人鸟肌的那种棒。话说没想到都9102年了团长和兵长还在杀我【。】他俩的故事前后呼应也太完美了让人落泪。OnoD和Kamiya的演出也是赛高≧﹏≦！但……就还是……心疼兵长……
山风,5,2019-06-04 13:56:01,16,原本以为上集的勇者是满分，这集里埃尔文和阿尔敏的选择真的是棒到炸！！！！为什么只有五分，我要十分！！！！！
灵能路人,5,2019-06-10 09:51:07,30,艾尔文死了，小天使活活被烧干了！！！心疼的我哭出声来！！！虽然明知小天使不会死。看完part1的时候，有人说巨人越来越垃圾，武斗改文斗了。这回part2让你们集体闭嘴！巨人这一部要封神了，我见证了一部神作诞生，成长，最后登上神坛。太幸运了！！！
Oblivión,5,2021-01-26 07:54:46,5,！！！献出心脏了！！！
Aki.,5,2021-07-05 16:50:51,3,这一季巨人在我心里彻底封神。史诗般的故事，哲学色彩的两难抉择，荒谬的真相和宿命，重重叠叠的隐喻和伏笔，共同造就了充满古典戏剧气息的张力与美感，在白夜一集中达到顶峰。那个地下室宛如柏拉图所说的洞穴，意味着启蒙。然而，当长途跋涉走出洞穴找到的真相，不再指向光明和胜利，而是残酷与讽刺，一切坚固的东西烟消云散了。自此成为分水岭，人类的高歌由盛转衰，从启蒙时代进入至暗时刻。即便如此，痛苦的苏格拉底和快乐的猪之间，我仍选择前者，那是埃尔文留下的遗产。在这个残酷的世界，唯有清醒独立地思考，而后坚定选择，方能在虚无人生中获得意义和自由。
李大可,5,2019-07-02 22:08:39,22,part2结束留念。室友被我拉入坑，天天问我各种关于巨人的问题，实在是想跟他解释，跟他讲后面有多么的卧槽，但是又不忍心告诉他，我觉得应该让他之后自己去卧槽🤔
清漪🍀💫✨,5,2020-06-30 13:22:30,13,剧情满分，配音满分，画面满分，人物满分，声优满分，所以这剧评分为啥才9.8分？
亲爱的猥琐猪,5,2019-10-01 21:10:24,10,看到这里才终于知道“进击的巨人”这漫画名的含义。玛利亚墙夺还战，在故乡腹背受敌的惨烈战况被荒木哲郎百分百体现出来，太震撼了！背水一战冲向兽之巨人的团长与调查兵团新兵让人想到米那斯提力斯保卫战，而兵长在黄昏中面对两难抉择向团长说出的话又有黑暗骑士的感觉，最后看海的一段算神来之笔了。谏山创也是真喜欢拆CP，或者说把造化弄人发挥到极致吧，新入调查兵团的宪兵团小哥啊，可惜了。最后四集终于揭开故乡地下室秘密，全貌终于得见一角，原来这是个融合了北欧神话和圣经的故事，或者说，把许多神话与历史的“设定”融合在同一个故事里。第三季大概到漫画90话，很期待传言中一年后的最终动画了。
失控的杏鲍菇,5,2019-06-07 20:31:01,16,存在主义大作进击的狗金，巨人从第三季开始终于真正可谓牛逼。
鳴海,5,2019-04-29 02:14:03,11,哇塞 滿屏的巨人就問你怕不怕？
纠结咪,5,2021-01-13 00:56:29,5,大意了。第三季分两个条目，不仅错过了标记，也与团长永别了，标记可以补，艾尔文却只能在看海的时候分外怀念了。
五月,5,2019-06-10 19:47:29,25,最近的几集剧组和疯了一样，文戏细腻感人，武戏帅裂苍穹，感染力极强的演出和作画，偏偏还有着深刻古雅的内核，吹得我都不知道该怎么吹
疯猫,2,2019-05-28 18:24:32,6,不管漫画多好看，动画这个拖拖拉拉啊，磨叽到炸毛~
迷失东京,5,2022-11-07 14:51:43,5,在这炼狱般的人生中，把他救回来并不是真的爱，让他卸下重担，就此死去，才是对这个人物保有的最大的温柔，兵长我真的爱。
若初,5,2019-06-11 23:45:34,7,业界希望
龙少,5,2019-05-26 20:20:13,22,"重温了一遍巨人，我可以确信，在我目前为止看到过的所有的动漫作品中，它可以排在......第一位！

巨人的价值观里带来对自由的诠释，对死亡的诠释，对国家政治的诠释，对个人意义的诠释，对阶级斗争的诠释，对真理的诠释，对恩怨轮回的诠释......我只有在严肃的文学作品里得到过同样的感受。"
看人生,5,2020-07-07 18:25:48,4,这一季一战成神作，太爽了，未来的展开也很期待
有心打扰,5,2020-08-27 00:37:50,1,全篇高能；夺回玛利亚之墙-与兽之巨人、铠甲巨人和超巨型巨人的攻防战、埃尔文团长之死、地下室之谜、一切的起源、海的对面。
棉线太阳,5,2019-06-08 11:33:32,17,对兵团两人刻画得太好了吧！利威尔会说“放弃你的理想为了人类去死吧，我会解决野兽巨人”，艾尔文也懂得利威尔懂他。这季是“去看大海”的理想还存在的最后一季了，单纯与巨人战斗的岁月已经过去，哎。
NamesPitt,5,2020-02-29 19:13:28,7,53-55共三话围绕玛利亚之墙夺还战展开的故事完全是历史最佳的动画水平，除了震撼还是震撼，除了悲壮还是悲壮。比起永远在的白夜中负重前行，就此眠去也许未尝不是一种解脱，我永远喜欢埃尔文·史密斯。
叛道者须同,5,2019-05-07 21:37:22,14,怎么回事，只有4200人看过？难道大家都不爱巨人了吗
脫繮的蛇肉堡,5,2019-10-19 05:41:58,1,趁没人发现赶紧改6星//當之無愧巨人拍到現在最好的一季，wall maria奪回戰的節奏很不錯啊（團長啊啊！！【すすめ！！】），其實整季節奏都比較快，除了basement那一集，我的媽唷走到地下室走了一整年的趕腳。以及zeke你要臉嘛，被levi當黃瓜砍最後來一句「lets call it a draw」？不喜歡打針那裡，levi不給團長的理由（？）沒什麼說服力⋯⋯以及eren真的好迷好迷好迷⋯⋯
梧桐树下你和我,5,2019-12-30 12:54:06,8,我想问 豆瓣有 6星或者10星吗？！5星根本不够评！
Aletheia,5,2021-02-24 11:27:04,5,"「放弃你的梦想，迎接死亡吧。」
《完美比赛》《勇者》《白夜》，永远的神。永远的神！！！！！！"
疼酱,5,2021-06-08 03:00:43,2,第三季part2真的太燃了，兵长砍猴那段，一句“我发过誓”的，听得我泪流满面～和Aki一起看完了，真的超级开心～
岁月何须溪上记,5,2019-07-03 10:14:09,12,六年前刚开始追《进击的巨人》动画的时候，只觉得它是佳作，当年的大热门而已，跟封神还有段距离。结果漫画追下去，大呼牛逼，已经封神。后来追完动画的第二季第三季，虽然看过漫画知道剧情，但感觉动画表现力比漫画还是要强一些，画面处理更细腻，配乐也相得益彰，结论是动画还是值得看的。本以为动画第三季 part 2 会这么四平八稳地播，没想到又给我带来惊喜。总第55集，真是将原著已有的封神水准持续推高。不怕打脸，《进击的巨人》很大可能是我们有生之年最强番。六年前刚开始追的时候我没有意识到这一点，直到前年才有所察觉。漫画已近尾声，作品本身和作者谏山创都必将载入史册。
Aaron,5,2021-02-26 01:21:27,5,"浪漫与求真的碰撞，功利与存在的较量。
无愧一季封神！！！"
火娃,4,2023-03-13 12:19:12,5,8/10。[巨人]的生存哲学建立在狰狞的死亡上，即使是带领调查兵团的英雄团长埃尔文，在主动迎向猿巨人赴死的时刻，脸上依然直接流露出死亡的恐惧。动画用很多鸟瞰视角去补充士兵的虫瞻视角，落石如迫击炮般在废墟内轰然炸开，尘土、人和马匹的尸块在幸存者身旁飞快的闪过，猿巨人俯瞰着他完美落下的碎石轨迹，在建筑群落上划出一大片血雾，士兵则带着马躲在高墙一侧、暂且偷安，作为退离这个大逃杀状态的是墙外的世界：许诺自由，不必经历生存之恐怖也能堂堂正正活下去的世界。但阿伦指向海那边的一幕，瓦解了向死而生带来的自由与崇高，统治大陆的马莱人畏惧尤弥尔子民的巨人之力，使滞留的尤弥尔子民沦为禁居的劣等民族，要么努力获得荣誉马来人的战士身份，要么被流放到岛上变成只会噬人的无脑巨人，于是解放同族，意味着两种民族作炮灰继续相互屠戮。
电焯人,5,2023-06-13 14:58:21,9,如果我把那边的敌人全部杀光，。
风雨如磐,5,2022-04-19 13:51:53,6,震撼的哑口无言，无论是旁观者无言的心酸与存在的价值，还是白夜将至燃尽最后一点执念的落幕。我凯他超、自我开启，伏线千里的设计让人拜服，谁能想到这出自一位普通漫画家的首部作品
蓝毛水怪,5,2019-07-10 08:08:04,4,deadline使人追剧。
hellstay,5,2019-06-19 16:49:17,27,当世代下，人类最佳商业艺术作品之一。
沙力兔,4,2019-07-18 00:42:42,3,"啊啊啊啊在anbl家发现更新了 看到他们用雷枪那集了！好急！阿尔敏脑子太厉害了 全村没有他真的不行 列维毫不犹豫地从城墙上往下刺杀莱纳那段啊啊啊啊 其他人都没这个决断力 还犹豫要不要动手呢 啊啊啊这就结束了本季！原来是真.山外有山 人外有人啊！决定留下阿尔敏 因为他有对海的梦想 莫名戳了（2020 6月二刷第二第三季！莱纳决定带所有新兵送命那段 阿尔敏扛着火焰直到失去知觉 都是泪点TAT 兽毛巨人”说是要我小心一个士兵"" 还没回忆起来就被剐去了眼睛 兵长太强了TAT mikasa怎么看都是最靠谱的 失去一只眼的韩吉忽然出现 ”做得很好“ 然后继续一个雷枪击中莱纳的下巴 帅气 本以为她光荣了…… 原来进击的巨人 是九大巨人之一的名字 也就是艾伦的名字 (真心不知道去年一点点追是怎么熬过去的！"
默城君,5,2019-05-31 14:33:51,12,觉得燃是因为感觉没开挂，但是打赢了。这场面足够足够震撼了。
老罗Lazzaro,5,2020-12-30 01:09:20,0,双面夹击，敢死勇者。E6利维的抉择，太好哭。E8地下室与信息量巨大的真相。始祖巨人。记忆交错。未来的意志，未解的敌人。
普通人,5,2019-06-17 11:39:46,21,每集都是惊喜啊啊啊，世界观又更新了，赞到爆炸。
生人回避,5,2021-05-22 20:01:57,3,真 结局
白玉京,5,2023-08-28 00:58:00,3,"知道了世界的真相之后呢？是无尽的痛苦。
我相信埃尔文肯定也会想到，所以他选择这样悲壮地死去。
埃尔文是无情的英雄，也是温柔的恶魔。"
arlmy,5,2019-07-20 23:26:22,7,7.7 又又又完结了。数这季最牛逼了。但看漫画觉得后面还能再爆炸。
天气那么好,5,2019-04-29 00:43:59,9,巨人是天
Miss Coconut,5,2019-11-07 12:51:49,4,虽然在看之前就基本上被剧透完了，但是带给我的震撼一点都没变，故事太有深度了，人物太丰满了，动画太精致了！！五星吹爆都不够啊！无比期待下一季！不知道最终会怎么结束，这季把大背景大悲剧基本讲了，剩下的就是个无解的世界。在Ricky的要求下看的英文版，Eren终于不再每讲一句话都是喊叫了哈哈~
我是小狗,5,2022-03-18 16:10:03,4,"不论是谁都不可能永远在一起。
想到了第一次看巨人的场景。"
