username,rating,time,votes,comment
momo,5,2023-11-11 15:46:29,0,为什么这么好看？？而且漫画是谏山创19岁投稿，23岁开始连载，确定他不是重启人生后开始画的嘛？
荞麦安娜娜娜,5,2019-06-23 14:06:05,4,你所知的历史不一定是真的，统治阶级洗脑很可怕的，世界很残酷的。p.s.被希斯特里亚的爸爸脸磨平了的样子恶心到了…
朝观夕评,5,2019-10-10 18:30:34,1,王政篇节奏紧张气氛到位，属实给劲。
西歪,5,2020-02-16 17:41:22,2,不去探寻这个世界，永远不知道自己多渺小，也不知道自己拥有怎样的力量。
＄_＄L,5,2021-01-06 22:12:29,1,第三季告诉我一二季演了个啥
Puff,5,2021-03-07 00:43:33,6,又莫名其妙在一天內刷完一季，第三季雖然文戲多，但是政治角力的編寫實在太讚，媽的真的像在看《權力遊戲》，發動政變、擁立新王，離真相又進了一步，對諫山創能寫出這樣富有格局的大作著實敬佩不已，第三季只是真正開戰前的上半而已，下半不知道會不會明天就忍不住嗑完…喔我的天竟然能在日本動畫中看到媲美《權力遊戲》的反轉再反轉劇情，希絲特利亞跟瓊史諾一樣既是私生子又是王啊！
zhang 2nd,4,2020-05-29 16:12:13,0,不只是疯狂挖坑，还填了不少，已经很难得
夏树,5,2019-06-14 18:16:07,4,终于迎来的谍战剧的部分。从这一季开始就要撕下这部作品【热血】的标签了，所以op的风格我觉得非常合适。
夜一,3,2019-01-10 17:04:50,3,王政篇还是一言难尽啊。。。
贫僧法号零零柒,5,2018-07-23 19:54:11,7,什么紫罗兰、什么国家队，统统靠边站。
塔塔君Minkun,4,2019-07-06 12:29:56,2,大概是整个故事扭转乾坤的部分，回归个人与记忆。
silly,5,2021-02-04 18:58:50,7,看前两季感觉就是普通的热血剧，但第三集有了质的飞跃。
听霜书生,5,2019-01-07 15:47:37,3,五星五星！完全没有疑问！一集的丰富程度赶上某些动画一季了……
Chris  一切由无聊开始,5,2025-06-19 09:51:15,0,剧情推进依旧很猛，各种人依然都很猛。这个水平，确实有点超越了以往的各种日本动画。
利器prost,4,2018-10-22 00:12:47,0,调查兵团除了兵长以外画风都变了，kaji换了青年音，继承能力用吃掉的设定委实粗糙 OPED应该换换位置。最后三集没有实质性进展，看在好歹还有剧情的份上多给一星，第四季什么时候开播？
SALvati,5,2021-02-15 09:23:11,5,"巨人最吸引我的一点是一边义正言辞地说要做正义的伙伴，一边话又不能说太满233
所以其实锁区的根本原因是ip很火+暴力血腥吧，和什么常说的映射没撒关系应该"
水脉,5,2019-10-06 07:44:18,4,仅仅开头一首《Red Swan》以及它的MV镜头就已经惊为天人了
UrthónaD'Mors,4,2021-03-28 13:47:36,1,最后那几集，镰刀收割机一般一刀刀割在我心上
欧依熙,4,2023-11-15 19:35:35,0,反省了一下这两季看着没第一季尽兴，主要是我开始烦艾伦了——能力全靠外挂，输出全靠哇哇叫，我的厌大男主病犯了！
王小札,4,2021-01-29 23:35:40,3,大地与天空，究竟为何分离，世界如此残酷，却又如此美丽，投掷石块者与遭投掷者，被难以逾越的栅栏阻隔……喜欢这首ED，喜欢每个人哪怕配角都有鲜活的过往，并在合适的时机展开小传推动主线的手法。肯尼最为耀眼，基斯教官的回忆最动情。艾伦妈妈说:“不是特别的就不行吗？我不这么认为哦，至少这孩子…才不需要变得有多伟大。就算没有比别人优越…因为你看，他多可爱啊。所以这孩子已经很伟大了，毕竟他可是出生到这世上了呀。”
湘芜君,5,2019-09-22 06:11:09,7,看完才不得不感慨怪不得被禁不让播.....觉得是因为血腥黄暴所以给禁了的一定还是too young too simple
ZeonGin Sou,5,2019-07-01 14:52:21,1,燃到爆炸，种种爱恨纠葛。真相就在眼前。
Miro11,5,2018-09-14 15:09:37,4,看到第三季更爱这部作品了～
乌突突,5,2019-06-14 20:59:32,4,神作 没什么可说的 跪就行了
一一,5,2021-02-10 19:48:23,2,果然，和巨人的战斗只是表象，这场灾厄背后终究还是人类的恶～加入了反乌托邦，政治阴谋等，剧情更加深刻的同时依然热血激燃～
[未注销],4,2025-02-27 07:03:04,0,分水岭之作，像是HP的阿兹卡班。
被窝里有猫,5,2021-02-08 18:41:21,2,敌人杀光了，就真的自由了吗？濑古浩司牛逼，谏山创牛逼。
君心可晴,5,2020-10-01 23:12:34,0,真正的魅力，这部作品是魔幻现实主义，到了第三季，可以秒杀任何一部日漫作品了，人挡杀人佛挡杀佛。
望仔放弃减肥了,5,2019-06-06 22:29:38,9,团长真汉子！团长！团长！团长！
Timhoom,5,2021-02-06 15:53:07,3,两周的时间刷完三季，谜题终于解开了，但摆在眼前的又是另一大困难，继续刷第四季
豆友2174522,4,2019-06-08 22:40:53,0,#柒捌捌〇看动画#凄惨意外与热血澎湃交织
Strelizeia,4,2019-06-28 08:45:58,0,终于开始内斗，揭开真相，人心永远是不可稳定和不好预判的。
屹青,5,2023-09-07 16:08:11,0,塔塔开！！
郭连凯,5,2021-02-18 18:42:04,0,我的女王！！！
明天就现充,4,2018-11-02 16:21:51,0,OP不错，坑越来越大，持续围观吧
南箕北有斗,4,2018-10-29 15:27:42,1,第一集作画感觉超不稳定，艾伦一直在变脸。最后一集疯狂插flag，真的舍不得再死人了。剧情上有些转折过渡生硬，也有一些小bug，不过还是好好看啊，视觉大丰收，苍蝇搓手等下一季。
張抽空,5,2020-09-26 02:40:13,1,第七集堪称交叉路口的典范。毕竟这是几乎所有番剧的必由之路，不同立场的角色在重要空间里的多方对峙，成为剧情转折的最重要节点。每个角色动机明确，逻辑成立，性格清晰，同时还控制剧情走向，这一集几乎做到了。
豆友187029530,1,2021-05-12 11:52:34,2,烂片就是烂片，反战败就是反战败，军国主义就是军国主义，没有任何理由屏蔽结局来评价作品。jsc怎么还没死?京都动画都有人弄，这死全家的军国主义余孽怎么没人去弄死他
杨小歪,5,2018-11-22 19:57:08,2,到了第三季依然保持着超高吸引力，并且让人非常期待第四季 真的很了不起了||谜底一步步要揭开 埃尔文身上插满flag了 这个迷人的男人 请你停止散发魅力了好吗？！||猿之巨人太可怕了 自带死亡bgm||最后一集 团兵是什么夫夫对谈啊！
Solidstate,2,2019-06-16 00:40:49,2,让你捉到人砍四肢你光顾着聊天了呢？
千反田折棒,5,2019-03-22 11:35:06,2,9.4/10 进击的巨人是一部足够伟大的作品
戚阿九,4,2018-07-24 15:13:48,0,动作片→谍战片→侦探片？
加浓泡,5,2018-07-31 19:54:36,7,看完第二集的我表示：制作组🐂🍺
微喵的兔姑娘,4,2021-05-31 10:42:57,0,如果留在海边是结局就好了吧
Feem,5,2018-10-18 08:35:42,2,"迎接第一千部
      祭天开始
        倒计时
~~~~~1~~~~~

不论巨人向前亦或者被击退，
不论主角团成功或者被打败，
最终都是一出悲剧。

那个世界是一个没有出路的人间地狱呀！

那我还在期望着什么呢？
夕阳之下，巨人席地而坐。
忆起往事，涕泗横流。

这个世界上啊，有那么多的敌对势力，心怀着各自的理想，挥洒各自的热血，献出各自的心脏！

悲伤
悲伤！

ep12~separate~line~mark"
甚天,5,2023-04-30 00:13:59,1,"2：兵长好帅；6：卧槽……是他爸，卧槽……是他舅；7：""你要挺起胸膛活下去""，崩溃边缘的艾连；9：豆丁大叔；10：给那矮子一拳，凯尼的过往；11：听到了亲切的汉尼斯声音，津叔声线好好听，伏笔回收，毁坏的机动装置；12：团长笑了，凌晨十二点半快被ed 吓哭了啊啊啊卡帧倒带快进永远痛的恐怖点"
聖,5,2018-11-04 20:26:49,6,第三季就是，全集过了一半巨人都没出现，结果一出现就出现一个比第一季的超大巨人还大两倍的巨人，并且向我们展示了吃土的正确姿势，跑到城墙边被大炮打出莲蓬乳一样的密恐画面，一抬头发现吃土吃成了冠状面人体切片标本，肠子还流了一地。喂！就问你刺不刺激
Oblivion,5,2018-10-15 21:53:45,4,播一半停更太没良心了
小四不象,4,2018-10-27 03:36:17,1,跟行尸走肉一样，打怪打几季，最终都要落回到人与人之间的争权夺利
外苏,5,2021-02-19 12:01:18,0,政变的部份看得直呼过瘾！
未检测到人脸,5,2024-03-17 20:51:50,0,啊啊啊啊希丝特莉亚变成女王了，好炸裂。她爸变成的那个两倍大的超大巨太恶心了只能在地上爬，脸都磨平了，我靠啊。第二部分要开始夺回玛丽亚之墙了！虽然真的不想让团长去送死，操，但是有他在真的士气高涨啊。他妈的开着十二集结尾打字，片尾忽然卡了一样，居然是利威尔，艾伦跟三笠，他们在干什么，为什么打起来了，利威尔还一身血，他妈的卡出这个画面吓我一大跳，到底怎么了，我急死了，马上开始看part 2。
moonlightlemon,5,2018-08-04 11:58:54,3,请献出你的心脏吧~♥这么好，制作如此良心的日漫居然只能看盗版，真的是惋惜，打斗动作设计100分~
长歌,2,2020-12-15 22:32:48,4,又为了剧情强行抹黑反派。。。请问塑造一个完美的姐姐形象有什么意义？对女王毫无影响。。。父亲吃了药变巨人，还强行巨大化……请问这个奇行种的意义是什么？为了给女王铺路？真好爸爸。。
我好苏啊,5,2024-06-18 02:47:11,0,女王篇，已登基
夏日扬帆,5,2021-02-13 18:10:58,2,这一季就充分证明了谏山创本人在创作之初对于这个动画就已经有了如何缜密的构思，而在创作过程中又如何细腻的一点点讲故事。part2特别好，武戏当然也很精彩，文戏更加🐮
齐木楠子,4,2022-12-13 18:10:31,0,这部又让我更多的了解了利威尔兵长、还带了点悬疑、终于不是前几季的干打巨人了
Mr.Base,5,2019-01-26 17:28:16,2,《进击的巨人》绝对是一部一看就无法停下来的作品，原作漫画的剧情环环相扣，改编成动画节奏也丝毫不拖沓，即使看过漫画也值得再看动画回顾细节和伏笔。重点是，以谏山多年对巨人世界的执着来看，这个系列完全不用担心烂尾。
迷失东京,5,2022-11-05 16:34:48,1,这一季有好几个瞬间，看到艾伦总想起碇真嗣，一样背负着强加在自己身上的职责，一样的爹，一样的“无能”，当然，艾伦比碇真嗣聒噪许多……初看Eva我不能理解碇真嗣那个角色，现在看巨人，虽然也忍不住数次对艾伦的不成熟产生嫌弃的情绪，但跳出上帝视角，尝试代入艾伦的视角，其实他做的已经很好了。第一季阿尔敏一直念叨的什么也舍弃不了的人，什么也无法做到……印入了我的脑门里，这一季开膛手肯尼在树下的那句所有人都是某些事物的奴隶……也说到了我灵魂深处。
疼痛乔伊,5,2025-04-03 22:50:57,3,本季最酷——肯尼·阿卡曼
鹤丈,5,2020-07-22 14:30:04,2,"动画片还挺有批判性思维，燃
ps.1,看后面很多人说被禁了，没有啊！网上很多很容易看。也许豆瓣的小孩儿特别有被害妄想症。
      2,不过不知道这种血腥和裸露程度在国外是怎么分级的"
直布罗陀岩石,5,2019-06-18 00:01:24,2,史诗级的战斗即将开始，史诗级的格局正在书写。
Johnny Fung,4,2021-02-18 17:56:01,0,十分有深度的作品。
DK小眼镜儿,5,2024-03-28 15:07:06,0,这季打得是真爽
古始渐中上更全,5,2019-06-18 00:26:53,0,好看啊啊啊！！！剧情精彩！！人物刻画精彩！！！作画牛逼！！！就是每一季隔开时间太长很伤人气的。。。
pepper 安,4,2019-02-26 11:46:19,1,这几季没有太多巨人与人类的厮杀，却有太多人与人的厮杀。知道了九大巨人，之所以会有巨人变成人的原因，不过每个答案给的都很含蓄。另一方面在面对危机时人们的反应，不是大义凛然脸谱化的爱国爱生命强调，而是有各自的考虑，每一次思考的回答都让作为观众的我在想，自己又是为了什么而活着，是台词中所说的亲情友情权利欲望，还是其他，那人活着的意义是什么。真是一部让人无法置身事外的动漫啊
巷宛,5,2018-07-26 20:14:51,5,你所以为的事实只是完整事件链的某一环，而没有人拥有上帝视角。
铎奇,5,2021-02-08 10:09:15,0,矮子太可爱了呜呜呜。Ymir和Historia太真了嘤嘤嘤。｜ Queen Historia 正面上我！我怒吼。
两仪名式,1,2023-01-12 12:59:27,2,被巨人粉骂了，那就不好意思了
ピラミッド,5,2019-06-25 10:52:45,1,墙外打完打墙内 雷斯家传 希斯特丽亚传 肯尼传 格力莎传
去那里,5,2022-05-25 20:13:21,2,高能，但对谜题的解释慢慢有点扯了
.。Rhythm,5,2019-04-30 08:45:22,0,又热血又悬疑又宏大又酷就是它！
Lycidas,5,2020-05-28 23:43:52,0,兵长厨咆哮！！啊———————！！！
影中世界,5,2018-10-14 14:28:24,0,巨人的魅力在于不管什么时候看，剧情依旧那么精彩。每一处的细节说不定就是很早埋下的伏笔，这才是巨人最有意思的地方
卡卡,3,2020-12-13 20:04:14,1,这巨人真是做的一季不如一季，我以为随着三笠和莱纳的出手，这一季终于开始走向高潮，没想到他就是唯一的高潮，便匆匆结束了。所以，最讨厌的是，这一季为什么就短短的12集！
秋熙,未评分,2022-10-19 12:02:23,0,这季真的太燃了！信念、勇气、梦想真的是很好很好的。咱就是说药监局能不能管管这变巨人的药物泛滥啊？
曾有你的森林,4,2018-08-07 21:57:09,1,一翻评论就是几个意识形态高赞，求求你们自己看自己的，不要把S1的风气带过来
Zcc911,4,2020-09-23 10:03:47,0,[HoneyGod] 进击的巨人第三季/Shingeki no Kyojin S3[38-59][Part1+Part2][粤日双语][BDrip_1080p][全22集]
钱坤一,5,2024-12-15 15:09:40,0,王政篇做得像看X分钟说XXX视频有点遗憾（不知道谁说了一句艾伦像唐僧）不过二爷（利威尔）出息了，都被人叫正义的伙伴了）而他的杀手养父的落幕、与前团长“自己只是旁观者、根本不特别”的自白，都让人感慨。这一期希斯特莉亚真女主，怒摔爹，对“爱哭鬼”艾伦喊一起跑吧、去TM的人类，很难不偏爱。伙伴们此时坚定站在艾伦身边、妈妈的肯定有多美好，化为今后地鸣篇的铺垫就越感到伤感，艾伦为了保护他们，将选择一个人前进直到烧为灰烬。最后、有被最后一集的片尾吓到。
刚度分配法则,5,2022-05-23 23:01:57,2,"卧槽。这季开始呼应了第一季艾伦与司令城墙上的对话啊。
结尾有点热泪盈眶的感觉，结果片尾曲又让人瞠目结舌，什么情况?有想法啊兄嘚。"
国王KING,5,2019-04-12 23:12:07,2,王政篇结束。一部漫长的预告片，玛利亚之壁夺还战预热。
安东.,5,2022-02-19 14:36:15,5,最后一集印象深。怒吼的埃尔文团长，让我看到他其实也是个有活生生感情的人啊。
肖斯塔烤曲奇,5,2020-03-28 16:05:03,8,下半部阿尔敏之死和转化成巨人真是催泪
Fran,5,2021-03-30 15:12:38,0,剧情好，节奏和配乐嗷嗷嗷
ChrisKirk,5,2020-03-15 13:12:44,1,兵长成功上位，五星激情送上！！
烧烧吹吹风,5,2019-04-10 10:54:55,2,一路看下来的印象就是“人类命运的史诗”和“不折不扣的悲剧基调”，让我想起希腊悲剧，好在这一季终于看到了一点点希望的亮光（其实就是艾尔文高瞻远瞩的大赌注全压对了，怎么想都觉得危险！）。我觉得进击的巨人在刻画“位于集体中的个人形象”和“消除个人标签融入集体的团体形象”上非常出彩。每个个体都有自己的苦恼和挣扎，在动荡的世界中寻找自己的命运与生存的意义；但作为抹去个人标签的兵士，就要抛弃这些对作战任务无意义的种种想法，“为人类献出自己的心脏”（人類のために心臓を捧げ）。对作为个体的“人”和作为种群的“人类”生存和救赎的命题的探讨，所谓“不能放弃不能牺牲的人就永远无法前进”的果敢和抉择真的是让人大呼过瘾！人类的尊严就在于自由，而巨人则建立用身体上的自由去突破思想上获得自由的可能，我流泪了！！！！
Donuts🕳️,4,2020-12-18 19:07:35,1,第三季就是坐过山车，上半部分就是往最高点爬的那个过程，缓缓的看起来很安全，但你也知道接下来就……
Dash man,5,2018-07-25 09:04:35,5,宏大背景的史诗动漫，未来可期
神山樹,5,2020-02-20 21:46:30,1,get到了兵长，在地下街长大的充满魅力的小混混战神；也get到了艾伦，小时候趴在妈妈胸前吃头发打哈欠的可爱天使//2023.03.31时隔三年二刷 重新看的感觉真的很不一样 很多当时没注意的伏笔都理解了 被动背负沉重命运的艾伦   身世极端凄苦最后成长为人类之刃的兵长
你还有没有梦想,5,2019-03-01 21:19:19,1,期待4月 part2
居无间,4,2023-03-02 22:38:30,1,Part1值四星。大战之前的铺垫，延伸了故事的世界观。最突出的两个人物是希丝特莉亚和兵长利威尔，前者在关键时刻觉醒，从优柔寡断变得果敢坚毅，有王者之风；后者一如既往得酷，最好的动作戏都给他了。
海洋小饼干🍪,5,2020-05-03 21:17:12,2,进击巨人系列，前两部都只能算剧情紧凑精彩，但到了第三季，故事线展开了，才发觉这个系列番的各种设定几乎算滴水不漏，每个人物的行为和话都特别有深意，之前在故事线未展开时看来是愚昧的部分，也因此异常真实和充满人性的思考。没有什么是有意义的，无论常人以何种方式去死，但细细想来，又觉得非常有意思。
影启缘末,5,2019-05-26 14:37:49,1,没有大战也依旧精彩
Alain,5,2021-03-27 14:07:40,1,《旁观者》一集爆哭。
無我夢中,5,2019-08-09 03:34:04,0,补星
抱茎苦荬菜,4,2018-08-09 22:20:35,1,( ๑ŏ ﹏ ŏ๑ )太好看了
文若,5,2019-04-29 21:41:12,2,足以封神的下半部分开始啦
豆腐,3,2022-02-07 14:07:09,2,21集弃，看不下去了。
大罗,4,2023-05-05 14:51:32,1,巨人十年，自由之翼，陪伴一代人，影响一代人
穿着睡衣凑热闹,1,2021-04-11 02:52:54,4,右翼作品烂尾喜闻乐见，终于可以站起来说这番了😅不会有人和我说结局和前几部没关系吧
刘柏涵,1,2018-08-12 15:37:24,0,巨人呢
井之澜,3,2023-10-04 17:11:54,0,7分
报废坦克,5,2018-07-26 10:43:04,4,太幸福了吧……
电个爆炸头,4,2023-12-22 08:03:59,0,《听不进的人》无能的皇帝/在花园写诗/麻木自己/而他的军队/杀人放火/但我们贫穷/缺乏爱/与人类不幸的真相/保持着某种关联/说/迟开的花/未遭受虫害/等来的/却是严寒
慕容桂武,4,2018-10-22 16:55:05,0,没有前两季的感触点多，大概因为这一季主要是为了承前启后吧。漫画看到后面我已经没啥感觉了呢，还是前两季感觉最棒。
宇宙超芙,5,2021-06-13 09:51:20,0,2021.0101Netflix突然没有第二、三、四季，我才看完第一季，羡慕在这个时间点前看完4季的人。于是在Amazon用积分买了第二季。最近突然发现Hulu买到了版权，在Amazon上买3、4季的前真的不如买一个月Hulu。这种倒叙的手法，我只能说作者挖了好大个坑，都第三季了还在说第一季第一集为什么那什么，我这种心急不能等的人就得先看完漫画，上帝视角开着。
张文豪,2,2018-11-22 16:03:22,1,很失准。
银河潜者,5,2018-10-10 06:24:14,4,可以发表的感想太多了，简短的话只能说，这绝对不是一部单纯的热血番，这是一部融合了文学性的伟大作品
raiNysoul,5,2021-04-12 10:50:25,0,21.4.8 part1算是为后一季放置到更大的背景作铺垫吧，虽然从与巨人的热血搏斗到政变内讧不太“有劲”。part2在团长的引导下与莱纳贝尔托特交战的部分挺好的，尤其最后的冲锋陷阵/兵长的独斗巨人/药水的去处抉择。男女主百合线哪里能和团兵相较啊：我看不清弄不懂但只要相信你的选择就对了，你为印证假设见证真相而活，我将你的梦想延续。
爱喝奶茶的波霸,5,2023-05-04 16:44:24,3,越来越接近真相，窥探真相的过程让人期待又着迷！最让人欣慰的是这一季是牺牲人数最少一季。
巨星泡饭,5,2024-03-05 22:08:51,0,地下室是真的有真相，这个长达三季的伏笔的分量是超越期待和设想的
天然,5,2018-11-26 19:01:31,0,这还有什么好说的
lee,5,2018-09-25 20:16:26,5,（前十集）主角立起来后配角可看性的确降不少，兵长帅炸天际弥补艾尔敏和三笠作用降低的不足。随着谜底慢慢被揭开，相较于一二季的惨和丧，第三季太为粉丝着想，如艾伦骂巨人短腿镜头cue兵长，女王揍兵长也是让氛围轻松不少，姨母笑。
Krizz觀影實錄,5,2025-11-25 23:13:19,0,第三季的上半季，這次的主題變成了《權力的遊戲》，雖然肯定不如真的權遊那麼有政治角力，但是觀感依然很精彩。我感覺看了這麼多季巨人就發現作者真的很會講故事，很會製造懸念，其實如果倒推出來整個故事的設定就會變得很普通，但是這種從最細微的角度開始一集一集，一季一季不斷揭曉整個世界觀和設定，就把不算太新奇的設定說的趣味十足，也牢牢的勾住人想一直看下去，想追到真相揭曉為止。特別是每過一季就揭曉的越多，可能出現了希望，也可能更加絕望，但是好奇心卻一點不會減少。而且這一季的製作明顯比前兩季更精細了，感覺製作經費又增長了，細節越來越出色。雖然感覺能猜到一些未來的走向，但是還是不影響迫切想追下去的心情。這麼一比，鬼滅的劇情確實太簡單了，甚至有點幼稚了，雖然巨人的製作層面差鬼滅一些，但是故事層面真的強太多倍了。
高歌,5,2023-09-02 01:40:42,1,马莱人，是种国人么？可是艾尔迪亚人，既像早期种人，也像近代日人。
santawhale,5,2021-03-11 20:49:06,0,好远啊，到地下室的路真的好远啊。
颜秋,4,2018-10-22 06:25:18,0,上周一即完结了，没有看进度。。。终于沉下心在叙事了。超短线浮夸是没有前景的。
没看过盗梦空间,5,2023-05-11 14:47:45,0,紧张到完全没意识到这是一天之内发生的事情
艾斯跳跳,5,2021-12-18 23:24:06,6,精彩！这一季人物性格发展得很完善了，未成年组最欣赏Armin，因为他柔软，灵敏，清醒，坚强；成年组最欣赏韩吉，因为她坚强，清醒，灵敏，柔软。顺序至关重要。三笠不清醒，她太容易上头，艾伦不灵敏，他迟钝得像个巨人，团长不柔软，他具有非人类的理性，兵长不坚强（。）我永远喜欢群像剧www 「因为你有力量，你从容不迫，是不是谁得到了那份力量，谁都能一样呢」——群像的魅力在肯尼与雷斯家的回忆中达到了巅峰！以及乌利雷斯的cv是谁啊，好特别的声音！！！创作者的存在感也搭建起来了，轮班的作恶，食人的传承，少女完成了轼父，成为巨壁内唯一的王，少年完成了轼母，成为世界上最大的战犯，古典悲剧的原型被雕琢成现代人眼中带有喜剧性的恶心。不愧为失败主义大作，流行文化精品wwww
pksky,4,2019-08-21 22:17:22,0,雷伊斯家族的秘密…西斯特利亚加冕之路…这段还是跟人斗…漫画看到雷伊斯准备吃掉艾伦…
简草,4,2024-08-29 12:57:08,0,画的有点崩，其他的都还好。一个要有王，这是日本对天皇的执念吗？
Hushnore,4,2019-02-06 20:40:50,0,OP不行
逢考必过,4,2022-05-04 13:12:08,0,这季三娘的画风变了，希斯特里亚真女神
诱导师,5,2021-03-07 22:00:02,0,故事到了第三季，一直暗藏的隐喻逐渐显现了出来。魔幻的架空背景，却极好地与世界大战、种族主义、政治铁幕等种种我们耳熟能详的人类近代史不由自主地联系了起来。在血腥的屠戮和吞噬背后，《进击的巨人》的内核仍然是普世的，常见的主题：人们为了自己所认可的正义到底能够坚持多久？付出多少？
1号游客,4,2025-04-27 14:56:18,0,“他们想保护的并不是这片土地上的人们，而是自己的庭院豪宅与地位，只要威胁到自己权力的存在，无论是谁都会全力排除” ——真像
屁屁普,5,2018-11-15 10:27:54,0,蓝瘦还要等part II
Camia,5,2019-05-05 01:46:39,1,嗯...全员整容的画风...（习惯性给个5星吧）
如小鹿切慕溪水,未评分,2021-02-01 01:02:07,1,一个周末binge watching了三季还在B站反复复习了多次世界观和叙事 今天的我是勤奋的宅女做题家
Faber,5,2020-08-30 03:29:41,6,主题升华。杀光所有的敌人，战斗到最后就能获得自由？等第四季。
Thè,5,2021-02-24 23:13:13,1,没有巨人但是比巨人的故事更动人，没有外敌但是比外敌的威胁更残忍。鲜血与政权、革命与成长、自我与希望。每个人都奔向了所谓的自由，期许与更好的自己相遇。
千里千里,5,2019-06-26 15:10:09,1,是真的神作。以为已经过了看动漫的年纪（上一次看大概是两倍速看小英雄）巨人我一秒都没有快进过。
葱葱,4,2019-05-27 01:04:23,0,政治成分越来越重
cbvivi,5,2019-03-10 02:52:19,5,肯尼！！！
雲豆子散步,未评分,2019-04-29 09:32:56,1,看过漫画之后知道要缓慢地前进到那个至今无法接受的走向，煎熬
西凉虫,4,2019-01-31 08:59:56,0,我觉得说教味太重了，这个真的很减分，尤其是政治类，说不好会让剧本显得低幼。
白牙尖,未评分,2020-08-09 14:34:09,0,五集弃剧。前五集我真的是没有看进去，甚至忘记了三年前为什么给出了五星好评。
地铁里的季风,4,2019-05-26 14:02:16,0,推翻了假王，食人可获得其巨人能力
Flipped244,3,2023-05-18 14:18:23,1,拖沓，观感突然变得奇怪。
海边的苏子,5,2018-09-21 09:02:19,7,看了第一集，就熬夜到3点看完第一季，第二天熬夜看完第二季，第三天熬夜看了更新的第三季。用了三天，各处找资源追到最新进度……对于这样的我自己，我是无比佩服的🙃😎反正就喜欢，就是对我胃口，就是好看！（第三季还没看完，坐等各路大神更新资源，分享云盘，你们都是天使👼😇，爱你们！😘）
朱古力,4,2023-04-20 22:06:49,0,依旧延续到了承上启下，开头转到政治这里略有无聊，其实它的重点还是在悬疑之下热血向，只不过在叙事中有着巨大的不安，让人充满期待
乌拉圭椰奶少妇,5,2018-10-25 18:26:37,2,就这么完结了！这一季很特别，像一出政治剧。感觉是动画里少有的深度，从台词的刻画到人物立意都不是一般连载动漫能达到的高度。和前两季略带中二的气息完全不同。有些台词看着真是颇有讽刺感。很棒。
Devlali Number,5,2019-02-25 00:00:01,2,卧槽与人斗其乐无穷
人皮動物,3,2021-03-09 00:17:40,0,E12 到底还是小国岛民，翻来覆去还是黑船叩关那点事儿。 21/03/08
阿童,1,2020-12-27 19:33:15,6,不知道给出高分的人，是否真的看懂了它里面各种各样含沙射影的侵略性，以及它扭曲的三观
吹热风的野草,5,2021-12-24 00:35:40,0,连续三季都保持一个水准，难得
枕小路,5,2023-10-15 13:16:21,1,每个人都有不同程度的成长，只有艾伦还是个哭哭啼啼的小孩……
永夏之人,5,2020-05-25 09:39:31,0,每个人都有一段“罪与罚”风格的独白
寂的山莽,5,2018-07-30 14:54:12,1,制作太棒！！！看到第二集依然这么爽
苏案,3,2023-01-22 13:56:49,0,第二季十二集似乎什么也没有讲，第三季一上来就直接解了个大迷。这节奏让连刷的我几乎困惑。但不知是不是翻译的原因，第二集后半段尤弥尔和希斯特利亚之间的情感我没太看懂，导致我对希斯特利亚这个人物始终一知半解，所以前半部她的身世揭秘，我真的没太大感触。以及政斗这块，展开篇幅实在有限，写不出什么精彩来。讲真，差点弃掉。
西老米,5,2018-09-24 22:07:02,3,第三季，很碉堡
红烧忧郁丝,5,2019-05-20 10:52:58,2,当人们失去了为真理而战的信心，世界将变成人吃人的地狱
粟熙,5,2021-11-26 17:35:06,0,太喜欢这季Red swan的OP了，多了抒情，道出了巨人另一种悲怆的情感内核。还记得当时在日本酒店的电视上同步看到时忍不住尖叫，虽然没有字幕都生啃了。
tomsweetheart,3,2021-02-08 02:51:04,2,格外不喜欢内战剧情 水平很低
贡丸猩猩,5,2025-05-28 23:11:35,1,你想得到什么，便成了它的奴隶。
作为观念的香菜,5,2021-04-03 03:11:19,0,又燃起来了！
雁落孤山,5,2021-04-06 15:22:09,1,最喜欢第三季，台词也写得最好。
噩梦枕头,3,2019-02-01 20:34:17,0,这一季聚焦于王政阴谋与身世之谜，文戏居多，与巨人的战斗场景很少。由于信息量较多，节奏也比较仓促。希望下半部能重拾热血吧。
Dodos 🐰♥,5,2021-01-13 01:43:40,1,最后两集越看越悲伤，终于看到了大海，但我们为什么却如此难过。 我觉得后三集我得再来回看几遍，实在是个大悲剧😭
Schewimmer,2,2024-10-19 11:53:21,0,準備棄了……
cioran,2,2020-06-26 01:36:12,5,除了第一季第一集都如此平庸的片子吹到这种高度，真能，不读史觉得处处都是新鲜事
奇迹蒜蒜,5,2023-11-15 17:27:14,1,有点懂为什么第三季评价更高，这一季对抗的不再是靠虚幻的想象构建出来的虚无的外来恐惧，而是直击人类的痛点和劣根性，不是影射历史，而是私有制产生的那一刻起这样的不公就一直存在。
Na!,2,2018-11-23 22:45:31,1,强行反转 过于生硬 引起不适
Quasar，,4,2024-02-23 15:08:47,0,此季的信息量指数级增长
